user,churn,age,credit_score,housing,payment_type,is_referred,total_deposits,total_withdrawals,total_purchases,total_partner_purchases,credit_card_applications,waiting_for_loan,cancelled_loan,received_loan,rejected_loan,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,rewards_earned,reward_rate,age_group,credit_score_band,activity_score,activity_segment,rewards_segment,loan_status,platform_segment,risk_score,risk_segment,recommended_action
7355,1,30.0,536.0,na,Bi-Weekly,0,0,0,0,14,9,0,0,0,0,1,1,1,0,1,2,8.0,1.33,25-34,500-599,23,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
7356,0,38.0,512.0,na,na,0,0,0,0,0,5,0,0,0,0,1,1,1,0,1,0,21.0,0.7,35-44,500-599,5,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
7358,1,40.0,597.0,na,Bi-Weekly,0,0,0,0,0,5,0,0,0,0,1,1,1,1,0,0,22.0,0.73,35-44,500-599,5,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
7359,0,49.0,558.0,R,Bi-Weekly,0,0,0,0,0,21,0,0,0,0,1,1,1,1,0,2,76.0,2.53,45-54,500-599,21,Moderate Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7362,0,31.5,519.5,R,Bi-Weekly,0,0,0,0,240,30,0,0,0,0,1,1,1,1,0,0,114.0,1.9,25-34,500-599,270,High Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7368,1,48.0,467.0,R,Bi-Weekly,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,0,27.0,0.9,45-54,Under 500,6,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
7369,1,39.0,584.0,O,Weekly,0,2,1,2,174,30,0,0,0,0,1,1,1,1,0,0,16.0,0.53,35-44,500-599,208,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
7371,1,39.0,517.0,na,Bi-Weekly,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,34.0,1.13,35-44,500-599,1,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
7378,0,26.0,595.0,R,Bi-Weekly,0,0,0,0,0,29,0,0,0,0,1,1,1,1,0,0,66.0,2.2,25-34,500-599,29,Moderate Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7379,0,35.0,510.0,O,na,1,53,3,51,59,24,0,0,0,0,1,0,0,0,1,0,49.0,1.63,35-44,500-599,187,High Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
7380,0,32.0,543.0,R,Monthly,0,0,0,0,0,10,0,0,0,0,1,1,1,1,1,2,60.0,2.0,25-34,500-599,10,Low Activity,High Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
7381,1,45.0,556.0,R,na,0,0,0,0,0,7,0,0,0,0,1,1,1,0,1,0,65.0,2.17,45-54,500-599,7,Low Activity,High Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
7394,1,40.0,495.0,na,Weekly,1,1,0,0,0,26,0,0,0,0,1,1,1,1,0,0,36.0,1.2,35-44,Under 500,27,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7398,1,40.0,555.0,na,Bi-Weekly,0,0,0,0,10,12,0,0,0,0,1,1,1,0,1,0,58.0,1.93,35-44,500-599,22,Moderate Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7404,0,34.0,570.0,na,Bi-Weekly,0,0,0,0,0,29,0,0,0,0,1,1,1,1,0,0,61.0,2.03,25-34,500-599,29,Moderate Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7405,1,31.0,528.0,R,Bi-Weekly,0,0,0,0,0,13,0,0,0,0,1,1,1,0,1,2,35.0,1.17,25-34,500-599,13,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
7410,0,46.0,508.0,O,na,1,70,18,70,226,154,0,0,0,0,1,1,1,1,0,0,122.0,2.03,45-54,500-599,520,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
7416,0,27.0,564.0,R,Weekly,0,8,1,8,53,6,0,0,0,0,1,0,0,0,1,0,38.0,1.27,25-34,500-599,75,High Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
7417,0,47.0,577.0,na,Bi-Weekly,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,0.0,0.0,45-54,500-599,2,Very Low Activity,No Rewards,No Loan Interaction,App + Web,65,High Risk,Activation campaign: prompt first deposit or purchase
7420,0,26.0,564.0,na,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6.0,0.1,25-34,500-599,0,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
7421,0,55.0,606.0,R,Monthly,0,1,0,1,25,4,0,0,0,0,1,1,1,1,1,3,15.0,0.5,55+,600-699,31,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
7429,1,21.0,480.0,R,Bi-Weekly,0,0,0,0,0,12,0,0,0,0,1,0,0,0,1,0,51.0,1.7,18-24,Under 500,12,Low Activity,High Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
7432,1,55.0,493.0,na,Bi-Weekly,0,0,0,0,76,3,0,0,0,0,1,1,1,1,0,0,39.0,1.3,55+,Under 500,79,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
7441,1,34.0,496.0,O,Bi-Weekly,0,0,0,0,0,10,0,0,0,0,1,1,1,0,1,0,67.0,2.23,25-34,Under 500,10,Low Activity,High Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
7445,0,27.0,475.0,R,Bi-Weekly,0,39,4,39,87,9,0,0,0,0,1,1,1,1,0,0,54.0,1.8,25-34,Under 500,174,High Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7446,1,20.0,,R,Monthly,0,1,0,0,22,3,0,0,0,0,1,1,1,0,1,0,12.0,0.4,18-24,Missing,26,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
7447,0,46.0,554.0,na,Bi-Weekly,1,39,1,39,63,12,0,0,0,0,1,1,1,1,0,0,51.0,1.7,45-54,500-599,153,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
7448,1,60.0,489.0,O,Bi-Weekly,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,16.0,0.53,55+,Under 500,0,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,45,Medium Risk,Maintain engagement with lifecycle messaging
7451,0,30.0,522.0,na,na,1,0,0,0,35,6,0,0,0,0,1,0,0,0,1,0,19.0,0.63,25-34,500-599,41,Moderate Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
7463,1,30.0,502.0,R,Weekly,0,0,0,0,57,5,0,0,0,0,1,0,0,0,1,0,31.0,1.03,25-34,500-599,62,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
7469,0,18.0,640.0,na,Bi-Weekly,0,1,0,1,93,21,0,0,0,0,1,0,0,0,1,0,59.0,1.97,18-24,600-699,116,High Activity,High Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
7471,0,25.0,555.0,R,Semi-Monthly,0,5,1,5,64,10,0,0,0,0,1,0,0,0,1,0,31.0,1.03,25-34,500-599,84,High Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
7474,0,25.0,577.0,na,Bi-Weekly,1,1,0,1,140,20,0,0,0,0,1,0,0,0,1,0,67.0,2.23,25-34,500-599,162,High Activity,High Rewards,No Loan Interaction,App Only,0,Low Risk,Maintain engagement with lifecycle messaging
7475,1,38.0,,na,Bi-Weekly,0,0,0,0,15,0,0,0,0,0,1,0,0,1,0,2,4.0,0.13,35-44,Missing,15,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
7477,0,28.0,549.0,R,Bi-Weekly,1,5,0,5,109,49,0,0,0,0,1,1,1,0,1,2,61.0,2.03,25-34,500-599,168,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
7478,0,35.0,578.0,na,Weekly,1,0,0,0,59,18,0,0,0,0,1,1,1,1,0,2,14.0,0.47,35-44,500-599,77,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7479,1,25.0,539.0,R,na,1,2,0,2,72,2,0,0,0,0,1,0,0,0,1,0,35.0,1.17,25-34,500-599,78,High Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
7482,0,30.0,509.0,R,Semi-Monthly,1,2,0,2,75,1,0,0,0,0,1,1,1,0,1,0,56.0,1.87,25-34,500-599,80,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
7487,0,39.0,473.0,na,Bi-Weekly,0,0,0,0,36,2,0,0,0,0,1,1,1,0,1,0,23.0,0.79,35-44,Under 500,38,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
7488,1,29.0,596.0,na,Bi-Weekly,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,42.0,1.4,25-34,500-599,1,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
7491,0,25.0,632.0,R,Weekly,1,0,0,0,78,10,0,0,0,0,1,1,1,1,0,0,52.0,1.73,25-34,600-699,88,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
7492,1,28.0,492.0,na,Bi-Weekly,1,0,0,0,0,8,0,0,0,0,1,0,0,0,1,0,29.0,0.97,25-34,Under 500,8,Low Activity,Low Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
7493,1,24.0,571.0,R,Bi-Weekly,1,1,0,1,4,4,0,0,0,0,1,1,1,0,1,4,33.0,1.1,18-24,500-599,10,Low Activity,Low Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
7494,0,53.0,580.0,R,Bi-Weekly,0,0,0,0,0,15,0,0,0,0,1,1,1,1,0,0,69.0,2.3,45-54,500-599,15,Low Activity,High Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
7495,0,28.0,554.0,O,Bi-Weekly,0,21,0,21,88,14,0,0,0,0,1,0,0,0,1,0,42.0,1.4,25-34,500-599,144,High Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
7496,0,33.0,548.0,R,Weekly,0,0,0,0,151,15,0,0,0,0,1,0,0,1,0,0,58.0,1.93,25-34,500-599,166,High Activity,High Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
7498,0,28.0,558.0,na,Bi-Weekly,1,0,0,0,17,10,0,0,0,0,1,1,1,0,1,0,12.0,0.63,25-34,500-599,27,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7499,0,24.0,571.0,R,Semi-Monthly,0,1,0,1,32,2,0,0,0,0,1,1,1,1,0,2,38.0,1.27,18-24,500-599,36,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
7500,0,30.0,,na,Monthly,1,14,2,13,22,16,0,0,0,0,1,1,1,1,0,0,8.0,0.5700000000000001,25-34,Missing,65,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7504,0,24.0,526.0,R,Weekly,0,1,0,1,79,0,0,0,0,0,1,0,0,0,1,0,50.0,1.67,18-24,500-599,81,High Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
7507,1,54.0,577.0,O,na,0,0,0,0,0,7,0,0,0,0,1,1,1,0,1,0,67.0,2.23,45-54,500-599,7,Low Activity,High Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
7508,1,41.0,618.0,R,Bi-Weekly,0,0,0,0,0,21,0,0,0,0,1,1,1,1,0,2,37.0,1.23,35-44,600-699,21,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
7509,1,42.0,,na,Bi-Weekly,0,0,0,0,0,23,0,0,0,0,1,0,0,0,1,0,46.0,1.53,35-44,Missing,23,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
7513,1,32.0,581.0,na,Bi-Weekly,0,0,0,0,3,3,0,0,0,0,1,1,1,1,0,0,21.0,0.7,25-34,500-599,6,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
7518,1,64.0,624.0,na,Monthly,0,2,0,2,24,2,0,0,0,0,1,1,1,0,1,0,31.0,1.03,55+,600-699,30,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
7522,0,21.0,565.0,R,Weekly,1,58,4,55,132,40,0,0,0,0,1,1,1,1,1,4,68.0,2.27,18-24,500-599,285,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
7523,0,34.0,541.0,R,Bi-Weekly,0,0,0,0,125,19,0,0,0,0,1,1,1,1,0,0,67.0,2.23,25-34,500-599,144,High Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7525,0,19.5,592.5,R,Bi-Weekly,0,44,0,44,162,8,0,0,0,0,1,0,0,0,1,0,114.0,1.9,18-24,500-599,258,High Activity,High Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
7528,0,25.5,502.5,na,Monthly,1,2,0,2,64,4,0,0,0,0,1,1,1,1,0,0,30.0,0.5,25-34,500-599,72,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7532,1,23.0,478.0,O,na,0,0,0,0,0,8,0,0,0,0,1,1,1,0,1,2,54.0,1.8,18-24,Under 500,8,Low Activity,High Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
7541,0,27.0,465.5,R,Bi-Weekly,1,10,6,10,174,20,0,0,0,0,1,1,1,0,1,0,64.0,1.0699999999999998,25-34,Under 500,214,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
7543,1,65.0,523.0,na,Monthly,1,1,0,1,59,7,0,0,0,0,1,1,1,0,1,2,28.0,0.93,55+,500-599,68,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7544,0,40.0,340.0,R,Bi-Weekly,1,0,0,0,0,15,0,0,0,0,1,1,1,0,1,0,46.0,1.53,35-44,Under 500,15,Low Activity,Low Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
7545,1,30.0,511.0,na,Bi-Weekly,1,0,0,0,120,8,0,0,0,0,1,1,1,1,0,3,55.0,1.83,25-34,500-599,128,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
7547,0,36.0,515.5,O,Weekly,1,0,0,0,446,34,0,0,0,0,1,1,1,1,1,3,134.0,2.23,35-44,500-599,480,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
7548,0,30.0,564.0,na,Weekly,1,1,1,1,3,17,0,0,0,0,1,1,1,0,1,0,60.0,2.0,25-34,500-599,22,Moderate Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
7549,0,23.0,569.0,na,Semi-Monthly,0,20,0,20,45,16,0,0,0,0,1,0,0,0,1,0,21.0,0.7,18-24,500-599,101,High Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
7550,0,33.0,,na,Monthly,1,0,0,0,31,6,0,0,0,0,1,1,1,0,1,0,62.0,2.07,25-34,Missing,37,Moderate Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
7552,0,21.0,541.0,R,Weekly,1,0,0,0,48,4,0,0,0,0,1,0,0,0,1,0,25.0,0.83,18-24,500-599,52,Moderate Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
7553,1,28.0,447.0,R,na,0,0,0,0,69,5,0,0,1,0,1,1,1,1,0,2,41.0,1.37,25-34,Under 500,74,High Activity,Low Rewards,Received Loan,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
7555,0,22.0,,na,Weekly,1,2,0,2,99,3,0,0,0,0,1,1,1,0,1,2,59.0,1.97,18-24,Missing,106,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
7562,0,32.0,,na,Bi-Weekly,1,0,0,0,30,1,0,0,0,0,1,1,1,0,1,0,25.0,0.83,25-34,Missing,31,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7563,1,36.0,,R,Bi-Weekly,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,4.0,0.13,35-44,Missing,0,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
7565,1,24.0,567.0,na,na,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,2,6.0,0.2,18-24,500-599,2,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,45,Medium Risk,Maintain engagement with lifecycle messaging
7568,1,40.0,548.0,R,Bi-Weekly,0,3,0,3,14,21,0,0,0,0,1,1,1,1,0,0,44.0,1.47,35-44,500-599,41,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
7576,0,35.0,593.0,na,Bi-Weekly,0,7,0,7,21,5,0,0,0,0,1,0,0,0,1,0,25.0,0.83,35-44,500-599,40,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
7577,0,28.0,531.0,R,Weekly,1,2,0,2,36,4,0,0,0,0,1,1,1,0,1,0,44.0,1.47,25-34,500-599,44,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7578,1,24.0,495.0,R,na,0,0,0,0,0,14,0,0,0,0,1,1,1,0,1,2,75.0,2.5,18-24,Under 500,14,Low Activity,High Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
7581,0,43.0,,O,na,0,0,0,0,73,12,0,0,0,0,1,1,1,0,1,3,45.0,1.5,35-44,Missing,85,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
7583,1,31.0,535.0,R,Semi-Monthly,1,0,0,0,4,15,0,0,0,0,1,1,1,1,0,0,15.0,0.5,25-34,500-599,19,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7586,0,47.0,583.0,O,na,1,0,0,0,222,14,0,0,0,0,1,1,1,0,1,2,46.0,1.53,45-54,500-599,236,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7587,0,27.0,545.0,na,Bi-Weekly,0,0,0,0,81,0,0,0,0,0,1,0,0,0,1,0,49.0,1.63,25-34,500-599,81,High Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
7588,0,50.0,560.0,O,Weekly,0,39,3,38,99,34,0,0,0,0,1,1,1,1,0,0,66.0,2.2,45-54,500-599,210,High Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7592,1,26.0,,na,Bi-Weekly,0,0,0,0,2,0,0,0,0,0,1,1,1,0,1,0,2.0,0.0899999999999999,25-34,Missing,2,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
7593,1,38.0,505.0,R,Bi-Weekly,0,0,0,0,24,7,0,0,0,0,1,0,0,0,1,0,44.0,1.47,35-44,500-599,31,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
7594,0,22.0,555.0,R,Weekly,0,3,1,3,27,2,0,0,0,0,1,1,1,0,1,0,18.0,0.9,18-24,500-599,35,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
7600,1,23.0,537.0,na,Weekly,0,0,0,0,29,7,0,0,0,0,1,0,0,1,0,0,6.0,0.75,18-24,500-599,36,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
7605,1,22.0,519.0,na,Semi-Monthly,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,25.0,0.83,18-24,500-599,7,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
7608,1,24.0,506.0,na,Weekly,0,0,0,0,0,4,0,0,0,0,1,1,1,0,1,0,26.0,0.87,18-24,500-599,4,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
7609,0,21.0,444.0,R,Bi-Weekly,0,0,0,0,17,3,0,0,0,0,1,0,0,0,1,3,13.0,0.43,18-24,Under 500,20,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
7611,0,20.0,651.0,R,Bi-Weekly,0,0,0,0,40,1,0,0,0,0,1,0,0,0,1,0,25.0,0.89,18-24,600-699,41,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
7616,1,50.0,533.0,na,na,0,0,0,0,27,3,0,0,0,0,1,1,1,0,1,0,12.0,0.4,45-54,500-599,30,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
7622,0,43.0,548.0,R,Bi-Weekly,1,20,0,19,133,41,0,0,0,0,1,1,1,1,0,0,57.0,1.9,35-44,500-599,213,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
7623,0,21.0,487.0,R,Bi-Weekly,0,1,0,1,57,12,0,0,0,0,1,0,0,1,0,0,30.0,1.0,18-24,Under 500,71,High Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
7628,0,22.5,,na,Bi-Weekly,1,0,0,0,68,12,0,0,0,0,1,0,0,0,1,0,32.0,0.76,18-24,Missing,80,High Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
7630,1,20.0,,R,Bi-Weekly,1,0,0,0,29,12,0,0,0,0,1,1,1,0,1,0,7.0,0.78,18-24,Missing,41,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7637,1,48.0,478.0,R,Bi-Weekly,0,0,0,0,0,45,0,0,0,0,1,0,0,1,0,0,42.0,1.4,45-54,Under 500,45,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
7639,0,53.0,537.5,R,Bi-Weekly,0,64,0,64,66,62,0,0,0,0,1,1,1,1,0,2,68.0,1.13,45-54,500-599,256,High Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7642,0,23.0,407.0,R,Bi-Weekly,1,0,0,0,113,15,0,0,0,0,1,0,0,0,1,0,49.0,1.63,18-24,Under 500,128,High Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
7643,0,31.0,537.0,R,Bi-Weekly,1,0,0,0,51,9,0,0,0,0,1,1,1,1,0,2,18.0,0.6,25-34,500-599,60,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7644,1,25.0,644.0,O,Weekly,0,0,0,0,65,4,0,0,1,0,1,1,1,0,1,2,52.0,1.73,25-34,600-699,69,High Activity,High Rewards,Received Loan,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7645,1,41.0,603.0,na,Weekly,1,3,1,3,25,17,0,0,0,0,1,1,1,1,0,0,43.0,1.4300000000000002,35-44,600-699,48,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7649,1,22.0,,na,Monthly,0,0,0,0,6,0,0,0,0,0,1,1,1,0,1,0,2.0,0.0699999999999999,18-24,Missing,6,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
7650,0,57.0,701.0,R,Monthly,0,0,0,0,0,22,0,0,0,0,1,1,1,1,0,0,36.0,1.2,55+,700+,22,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
7652,0,18.0,363.0,na,na,0,12,0,12,24,2,0,0,0,0,1,0,0,0,1,0,22.0,0.37,18-24,Under 500,50,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
7658,0,22.0,561.0,R,Monthly,1,2,0,2,150,12,0,0,0,0,1,0,0,0,1,0,112.0,1.87,18-24,500-599,166,High Activity,High Rewards,No Loan Interaction,App Only,0,Low Risk,Maintain engagement with lifecycle messaging
7660,0,29.0,,O,Bi-Weekly,0,0,0,0,137,7,0,0,0,0,1,0,0,0,1,0,64.0,2.13,25-34,Missing,144,High Activity,High Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
7665,0,41.0,626.0,R,Monthly,0,41,1,41,65,15,0,0,0,0,1,1,1,0,1,2,53.0,1.77,35-44,600-699,162,High Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7669,0,52.0,591.0,O,Bi-Weekly,0,0,0,0,0,37,0,0,0,0,1,1,1,1,1,2,64.0,2.13,45-54,500-599,37,Moderate Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
7670,0,31.0,469.0,R,Monthly,1,3,1,3,185,13,0,0,0,0,1,1,1,1,0,0,60.0,2.0,25-34,Under 500,204,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
